date,hour,AQI,PM2.5,PM10,SO2,NO2,O3,CO,气压,海平面气压,温度,相对湿度,降水量,最大风速
2020/12/13,19,56,38,62,5,34,25,0.6,966,1022.5,7.4,90,0,1.1
2020/12/13,20,54,36,58,5,31,28,0.6,967.3,1023.9,6.7,94,0.1,1.3
2020/12/13,21,53,36,56,5,29,30,0.56,968.5,1025.2,6.5,94,0.2,0.7
2020/12/13,22,44,29,44,5,26,36,0.5,969.4,1026.1,6.3,88,0.1,1
2020/12/13,23,36,25,36,5,23,40,0.44,970.1,1026.8,6,89,0.2,0.9
2020/12/14,0,31,22,30,5,21,44,0.41,970.5,1027.2,5.9,83,0,0.8
2020/12/14,1,24,17,23,4,15,54,0.37,970.7,1027.4,5.6,85,0,0.8
2020/12/14,2,24,17,22,4,13,54,0.36,970.7,1027.5,5,90,0,0.9
2020/12/14,3,24,17,23,4,11,57,0.34,970.8,1027.6,5.2,88,0.1,0.9
2020/12/14,4,23,16,21,5,10,58,0.33,971,1027.8,5.3,82,0,0.9
2020/12/14,5,20,14,19,4,9,59,0.34,971,1027.8,5.2,80,0,0.7
2020/12/14,6,21,15,19,4,9,58,0.34,971,1028,4.9,83,0,1.1
2020/12/14,7,23,16,21,4,12,56,0.33,971.3,1028.4,4.8,85,0,1.5
2020/12/14,8,24,17,23,5,15,52,0.37,971.6,1028.8,4.9,85,0,1.4
2020/12/14,9,26,18,23,4,24,42,0.43,971.9,1029.1,5.1,81,0,1.2
2020/12/14,10,23,16,20,5,27,37,0.46,972.5,1029.7,5.3,78,0,1.2
2020/12/14,11,20,14,19,5,27,36,0.46,972.6,1029.8,5.5,79,0,1.3
2020/12/14,12,23,16,22,5,30,33,0.49,971.7,1028.8,5.9,76,0,5.4
2020/12/14,13,26,18,25,5,31,33,0.47,970,1027,6.2,72,0,5.3
2020/12/14,14,29,19,29,5,28,37,0.44,968.8,1025.8,6.4,70,0,4.6
2020/12/14,15,33,22,33,5,27,36,0.46,967.9,1024.8,6.7,70,0,4.9
2020/12/14,17,40,27,40,6,30,34,0.49,968.3,1025.2,6.8,71,0,3.2
2020/12/14,18,37,24,37,5,31,30,0.5,969.2,1026.2,6.5,71,0,4.1
2020/12/14,19,35,22,35,5,33,26,0.51,970.6,1027.8,6.2,78,0,3.7
2020/12/14,20,35,22,35,4,34,23,0.51,971.8,1029,6,78,0,4.6
2020/12/14,21,37,23,37,4,33,22,0.53,972.6,1029.9,5.8,79,0,5
2020/12/14,22,38,25,38,5,31,23,0.51,973.4,1030.7,5.6,80,0,5
2020/12/14,23,38,26,38,5,29,25,0.51,973.7,1031.1,5.5,76,0,3.9
2020/12/15,0,38,26,38,5,26,26,0.5,973.6,1030.9,5.4,76,0,4.3
2020/12/15,1,43,30,43,4,24,27,0.5,973.2,1030.5,5.3,75,0,4.1
2020/12/15,2,47,33,46,5,23,27,0.5,972.9,1030.2,5.1,78,0,3.9
2020/12/15,3,49,34,47,5,24,24,0.49,972.5,1029.7,5,79,0,1.9
2020/12/15,4,50,35,47,5,26,22,0.5,972.2,1029.4,5,78,0,1.9
2020/12/15,5,49,34,46,5,24,23,0.5,971.8,1029,4.9,81,0,2.2
2020/12/15,6,50,35,47,5,22,26,0.49,971.6,1028.8,4.9,81,0,2.7
2020/12/15,7,49,34,45,5,22,28,0.46,972,1029.2,4.9,81,0,3.4
2020/12/15,8,47,33,45,5,23,28,0.47,972.6,1029.9,4.9,82,0,3.3
2020/12/15,9,44,31,43,5,30,23,0.5,973.4,1030.7,5.1,81,0,3.2
2020/12/15,10,47,33,47,6,34,19,0.54,973.9,1031.2,5.6,77,0,3
2020/12/15,11,46,32,46,6,35,20,0.57,973.9,1031.2,6.1,74,0,3.1
2020/12/15,12,44,30,44,5,32,25,0.54,973.1,1030.3,6.5,73,0,3
2020/12/15,13,44,31,44,5,31,26,0.54,971.9,1029,6.7,72,0,2.1
2020/12/15,14,46,32,46,5,30,27,0.51,970.7,1027.8,6.8,70,0,1.9
2020/12/15,17,49,34,48,4,32,24,0.5,970.5,1027.6,6.5,75,0,1.8
2020/12/15,20,47,33,44,5,38,13,0.57,973.3,1030.7,5.1,86,0,1.3
2020/12/15,21,41,29,40,4,37,9,0.61,974,1031.5,5.1,87,0,1.8
2020/12/15,22,43,30,41,4,35,9,0.59,974.5,1032,4.7,91,0,1
2020/12/15,23,43,30,39,4,33,10,0.59,975,1032.5,4.6,94,0.1,1.2
2020/12/16,0,41,29,37,4,30,12,0.56,975.3,1032.8,4.3,95,0.2,1.5
2020/12/16,1,41,29,37,4,28,14,0.56,975.2,1032.6,4.3,96,0.2,1.8
2020/12/16,2,43,30,36,4,25,17,0.54,975.1,1032.5,4.2,96,0.1,1.4
2020/12/16,3,46,32,39,4,23,20,0.51,975.1,1032.5,4.2,96,0.1,1.4
2020/12/16,4,47,33,39,4,19,26,0.5,974.8,1032.2,4.2,96,0,1.3
2020/12/16,5,47,33,39,4,19,28,0.5,974.5,1031.9,4.3,96,0,1.3
2020/12/16,6,49,34,40,4,19,29,0.49,974.5,1031.9,4.4,96,0,1.1
2020/12/16,7,51,36,44,4,23,23,0.53,974.4,1031.9,4.5,96,0,1.4
2020/12/16,8,53,37,46,5,28,18,0.54,974.6,1032.2,4.5,96,0,1.4
2020/12/16,9,53,37,48,5,36,11,0.59,974.9,1032.4,4.7,93,0,1.3
2020/12/16,10,51,36,47,6,39,9,0.63,975.3,1032.9,5.3,85,0,1.9
2020/12/16,11,51,36,47,6,40,13,0.63,975.2,1032.7,5.5,79,0,2.9
2020/12/16,12,47,33,41,5,36,21,0.59,974.3,1031.8,6,77,0,3.2
2020/12/16,20,46,32,46,5,30,28,0.53,972.1,1029.6,4.6,95,0.2,3
2020/12/16,21,47,32,47,4,36,16,0.56,972.7,1030.2,4.5,95,0.2,2.9
2020/12/16,22,43,29,43,4,35,15,0.54,972.9,1030.4,4.3,95,0,3.2
2020/12/16,23,37,25,37,4,31,17,0.54,973.1,1030.6,4.2,96,0.2,3
2020/12/17,0,33,23,33,4,28,18,0.53,973.3,1030.7,4,96,0.3,3.1
2020/12/17,1,33,23,33,4,25,20,0.5,973,1030.4,3.9,96,0.1,3
2020/12/17,2,30,21,28,4,23,21,0.49,972.8,1030.2,3.9,96,0.1,3.1
2020/12/17,3,26,18,25,4,20,22,0.46,972.6,1030,3.8,96,0.1,3.6
2020/12/17,4,27,19,26,4,19,24,0.44,972,1029.4,3.8,96,0,3.5
2020/12/17,5,33,23,30,4,18,25,0.44,971.6,1029,3.8,97,0.1,3.3
2020/12/17,6,34,24,30,4,18,25,0.44,971.6,1029.1,3.7,96,0.2,2.8
2020/12/17,7,30,21,26,4,18,26,0.46,971.7,1029.2,3.8,97,0.1,2.8
2020/12/17,8,30,21,26,4,18,29,0.46,972.1,1029.6,3.7,97,0.1,2.3
2020/12/17,9,37,26,32,4,22,30,0.46,972.6,1030.2,3.6,95,0.1,2.3
2020/12/17,11,44,31,38,4,28,26,0.49,973.6,1031.3,3.7,95,0.1,2
2020/12/17,12,43,30,39,4,32,25,0.51,973,1030.6,4,93,0.1,1.9
2020/12/17,13,44,31,40,4,32,26,0.47,971.6,1029.1,4.3,91,0,1.5
2020/12/17,14,43,30,39,5,43,31,0.5,970.2,1027.6,4.9,85,0,1.3
2020/12/17,15,39,27,34,5,27,38,0.47,969.4,1026.7,5.2,81,0,1
2020/12/17,16,40,28,35,5,31,35,0.47,969.4,1026.7,5.3,79,0,0.8
2020/12/17,17,40,28,37,5,34,32,0.46,969.9,1027.2,5.4,81,0,1
2020/12/17,18,44,31,40,5,38,27,0.51,970.7,1028.1,5.2,85,0.1,1.6
2020/12/17,19,49,34,45,5,48,15,0.57,971.7,1029.2,5,88,0,3
2020/12/17,20,49,33,49,5,53,8,0.64,972.7,1030.2,4.9,88,0,2.4
2020/12/17,21,52,35,53,5,55,6,0.69,973.7,1031.3,4.8,89,0,1.7
2020/12/17,22,58,41,63,5,57,4,0.87,974.4,1032.1,4.8,90,0,3.3
2020/12/17,23,64,46,74,6,54,4,0.96,975,1032.7,4.8,91,0,3.2
2020/12/18,0,71,52,83,5,55,3,0.9,975.1,1032.8,4.7,92,0,2.7
2020/12/18,1,75,55,86,5,53,4,0.87,974.8,1032.4,4.5,92,0,1.9
2020/12/18,2,79,58,89,5,48,4,0.87,974.5,1032.1,4.4,90,0,1.7
2020/12/18,3,81,60,91,5,44,3,0.84,974.5,1032.1,4.2,90,0,2
2020/12/18,4,84,62,95,5,39,3,0.85,974.2,1031.8,3.9,92,0,2.3
2020/12/18,5,80,59,90,5,37,3,0.8,973.9,1031.5,3.5,95,0,2.4
2020/12/18,6,76,56,85,5,33,3,0.77,974,1031.6,3.4,96,0,2.6
2020/12/18,7,73,53,80,5,31,3,0.7,974.4,1032.1,3.3,97,0,3
2020/12/18,8,69,50,75,4,31,3,0.67,975,1032.7,3.3,97,0,2.8
2020/12/18,9,68,49,72,5,34,3,0.77,975.7,1033.4,3.9,97,0,2.7
2020/12/18,10,70,51,74,6,37,4,0.91,976.4,1034,5.2,87,0,2.7
2020/12/18,11,73,53,76,6,41,5,1.04,976.5,1034,5.9,82,0,2.5
2020/12/18,12,65,47,67,8,44,17,0.81,975.6,1033,6.9,74,0,3.3
2020/12/18,13,53,37,53,6,36,38,0.54,974.4,1031.7,7,70,0,2.5
2020/12/18,14,44,30,44,5,24,58,0.43,973.2,1030.4,8.1,59,0,2.9
2020/12/18,15,40,27,40,5,18,62,0.42,972.7,1029.8,8.4,50,0,2.4
2020/12/18,16,36,25,36,5,18,65,0.39,972.6,1029.8,8.2,59,0,3.1
2020/12/18,17,32,21,32,4,17,71,0.36,973,1030.3,7.9,57,0,3.6
2020/12/18,18,33,22,33,5,19,69,0.39,973.9,1031.3,7.2,71,0,4
2020/12/18,19,36,23,36,4,26,60,0.4,975.1,1032.7,6.4,77,0,3.5
2020/12/18,20,42,27,42,4,39,42,0.5,976.2,1033.9,6,78,0,2.8
2020/12/18,21,53,36,56,4,51,19,0.59,977,1034.7,5.8,77,0,2.8
2020/12/18,22,55,38,60,4,54,12,0.61,977.7,1035.3,5.6,79,0,2.4
2020/12/18,23,57,40,63,5,54,11,0.61,978.1,1035.7,5.2,86,0,2.5
2020/12/19,0,60,43,69,4,56,7,0.67,978.4,1035.9,4.9,87,0,1.6
2020/12/19,1,66,48,76,5,55,6,0.79,978.6,1036.2,4.7,89,0,0.7
2020/12/19,2,66,48,79,5,52,6,0.8,978.5,1036,4.5,93,0,0.9
2020/12/19,3,69,50,82,6,51,6,0.8,978.4,1035.8,4.4,91,0,1
2020/12/19,4,65,47,80,6,49,5,0.71,977.9,1035.3,4.4,89,0,1.3
2020/12/19,5,64,46,78,7,47,5,0.63,977.6,1035.1,4.3,92,0,1.3
2020/12/19,6,68,49,79,7,46,5,0.61,977.7,1035.3,3.9,93,0,1.4
2020/12/19,7,69,50,78,12,45,5,0.64,977.9,1035.6,3.6,95,0,1.8
2020/12/19,8,69,50,77,11,46,4,0.67,978.4,1036.2,3.4,97,0,1.8
2020/12/19,9,70,51,79,10,47,3,0.73,979.2,1037,3.7,97,0,1.7
2020/12/19,10,73,53,81,10,47,4,0.8,979.6,1037.4,4.8,86,0,1.3
2020/12/19,11,75,55,84,11,48,8,0.84,979.3,1036.9,6.4,77,0,1.1
2020/12/19,12,71,52,80,11,52,15,0.76,978.4,1035.8,8.2,57,0,1.3
2020/12/19,13,61,44,68,10,46,30,0.67,977,1034.3,8.7,52,0,0.8
2020/12/19,14,54,36,57,7,36,47,0.54,975.7,1032.9,8.7,46,0,1
2020/12/19,15,48,30,48,6,27,63,0.46,975.2,1032.5,8.3,55,0,0.9
2020/12/19,16,43,26,43,6,23,71,0.44,975.2,1032.5,7.9,60,0,0.5
2020/12/19,17,42,26,42,5,24,70,0.44,975.5,1032.9,7.6,70,0,0.9
2020/12/19,18,42,27,42,5,26,68,0.46,976.4,1034,6.7,71,0,1.3
2020/12/19,19,51,35,52,5,44,43,0.54,977.4,1035.2,4.8,88,0,1.7
2020/12/19,20,64,46,69,5,59,19,0.64,978.4,1036.5,3.2,92,0,1.4
2020/12/19,21,73,53,80,5,59,14,0.71,979,1037.1,2.9,96,0,2.1
2020/12/19,22,78,57,90,6,64,4,0.83,979.3,1037.3,3.5,96,0,2.3
2020/12/19,23,80,59,92,6,63,4,0.84,979.8,1037.6,3.3,96,0,3.4
2020/12/20,0,84,62,94,6,60,4,0.83,979.8,1037.5,2.8,97,0,3.1
2020/12/20,1,85,63,96,6,58,7,0.77,979.4,1037,3.2,97,0,2.4
2020/12/20,2,86,64,98,6,56,6,0.77,979,1036.6,3,97,0,1.3
2020/12/20,3,91,68,100,6,53,6,0.77,978.7,1036.3,3,98,0,1.1
2020/12/20,4,94,70,100,6,49,7,0.76,978,1035.6,2.9,98,0,1.1
2020/12/20,5,93,69,95,6,43,8,0.76,977.9,1035.6,2.7,98,0,1.3
2020/12/20,6,90,67,92,6,42,8,0.76,977.4,1035.2,1.7,97,0,1.4
2020/12/20,7,89,66,89,6,40,8,0.77,977.4,1035.6,0.7,98,0,1.1
2020/12/20,8,90,67,92,7,41,7,0.79,977.7,1036,0.9,99,0,1.1
2020/12/20,9,93,69,96,7,42,6,0.9,978.2,1036.6,1,99,0,1.2
2020/12/20,10,95,71,103,8,42,6,1,978.4,1036.6,2.2,99,0,1.1
2020/12/20,11,108,81,113,10,48,8,1.03,978.1,1036.1,4.1,99,0,1.1
2020/12/20,12,108,81,109,14,52,16,0.96,977.7,1035.5,6.6,81,0,1.1
2020/12/20,13,105,79,111,13,55,23,0.93,975.8,1033.2,8.3,63,0,1
2020/12/20,14,98,73,104,11,52,34,0.83,974.3,1031.5,9.6,57,0,1
2020/12/20,15,88,65,94,8,50,44,0.76,973.6,1030.8,9.7,52,0,0.8
2020/12/20,16,100,75,104,7,65,27,0.8,974.1,1031.4,9.2,55,0,0.7
2020/12/20,17,94,70,95,7,58,31,0.7,975.2,1032.6,8.6,63,0,0.6
2020/12/20,18,79,58,83,7,45,44,0.61,976.4,1034.1,7.9,66,0,0.9
2020/12/20,19,73,53,76,6,41,43,0.61,977.2,1035.1,7.3,74,0,1.2
2020/12/20,20,73,53,75,5,50,31,0.69,978.4,1036.4,6.4,81,0,1.9
2020/12/20,21,78,57,81,5,59,21,0.73,978.8,1036.8,6.3,83,0,2
2020/12/20,22,85,63,88,5,64,13,0.83,978.9,1036.9,5.9,88,0,1.6
2020/12/20,23,88,65,92,5,65,9,0.96,979,1036.9,4.9,93,0,2
2020/12/21,0,90,67,95,5,63,9,1.04,978.6,1036.3,3.7,95,0,1.9
2020/12/21,1,91,68,96,6,59,8,1.1,978,1035.6,2.5,96,0,2.3
2020/12/21,2,95,71,98,5,55,8,1.11,977.3,1034.8,1.6,97,0,2.6
2020/12/21,3,98,73,101,6,50,8,1.06,976.6,1034.2,1,98,0,1.7
2020/12/21,4,101,76,106,5,48,8,0.89,975.8,1033.4,0.5,99,0,0.7
2020/12/21,5,101,76,107,5,45,8,0.87,974.8,1032.4,0.6,99,0,0.9
2020/12/21,6,104,78,108,5,42,8,0.89,974.4,1032.1,0.2,99,0,0.8
2020/12/21,7,105,79,103,5,42,8,0.87,974,1031.7,0.6,99,0.1,0.7
2020/12/21,8,104,78,100,5,41,7,0.93,973.8,1031.5,1,99,0,0.8
2020/12/21,9,105,79,103,6,46,5,1.07,974.2,1032,0.7,99,0,1.4
2020/12/21,10,108,81,107,6,49,5,1.29,974.5,1032.3,1.4,100,0,0.9
2020/12/21,11,118,89,119,8,52,7,1.33,974.1,1031.9,2.4,100,0,0.9
2020/12/21,12,130,99,130,12,56,13,1.24,973.4,1031,4.5,99,0,1.2
2020/12/21,13,125,95,126,14,54,27,1.09,971.5,1028.8,7.5,73,0,0.8
2020/12/21,14,121,92,124,11,55,34,0.99,970.3,1027.5,8.9,61,0,0.9
2020/12/21,15,118,89,120,8,60,35,0.96,969.4,1026.5,9.5,52,0,0.8
2020/12/21,16,113,85,117,7,60,36,0.89,969.4,1026.6,9.2,61,0,0.7
2020/12/21,17,114,86,118,7,61,33,0.84,969.6,1026.9,8.8,62,0,0.8
2020/12/21,18,114,86,117,7,62,29,0.81,969.9,1027.3,8.3,68,0,0.9
2020/12/21,19,108,81,111,6,66,23,0.84,970.8,1028.3,7.7,74,0,1.3
2020/12/21,20,88,65,107,6,71,13,0.9,971.8,1029.3,7.2,83,0,1.1
2020/12/21,21,106,80,110,6,73,10,0.99,972.1,1029.7,6.7,83,0,1.6
2020/12/21,22,99,74,109,6,71,12,0.96,972.2,1029.8,6.5,84,0,2.3
2020/12/21,23,106,80,110,6,69,14,0.97,972.3,1029.8,6.2,89,0,2.6
2020/12/22,0,100,75,106,6,69,13,0.96,972.1,1029.5,4.7,93,0,2.5
2020/12/22,1,94,70,98,6,66,12,0.94,971.8,1029,3.7,96,0,2.3
2020/12/22,2,88,65,91,5,60,14,0.9,971.2,1028.3,3.3,97,0,3
2020/12/22,3,85,63,88,5,57,12,0.89,971.2,1028.3,2.9,97,0,2
2020/12/22,4,84,62,86,5,54,11,0.87,970.4,1027.5,2.8,98,0,1.5
2020/12/22,5,81,60,83,5,55,11,0.84,969.4,1026.4,3.3,98,0,1.5
2020/12/22,6,85,63,84,5,53,10,0.77,969.2,1026.2,3.8,98,0,0.9
2020/12/22,7,81,60,80,5,51,10,0.76,969.5,1026.5,4,98,0,0.8
2020/12/22,8,78,57,76,5,52,10,0.8,969.4,1026.5,3.9,95,0,1
2020/12/22,9,78,57,77,5,58,8,0.91,969.8,1026.9,4.3,95,0,0.9
2020/12/22,10,76,56,77,5,64,8,0.97,969.9,1026.9,5.3,87,0,1.4
2020/12/22,11,83,61,83,7,62,16,0.99,969.7,1026.6,6.6,79,0,0.9
2020/12/22,12,95,71,94,9,58,26,0.93,968.4,1025.3,7.3,76,0,0.9
2020/12/22,13,103,77,103,10,49,38,0.83,966.4,1023.3,7.9,75,0,0.6
2020/12/22,14,100,75,105,10,42,46,0.77,965.2,1022,7.8,75,0,0.9
2020/12/22,15,96,72,101,11,37,53,0.73,964.2,1021.1,7.5,74,0,1
2020/12/22,16,98,73,102,10,38,52,0.73,964.1,1020.9,7.6,74,0,0.9
2020/12/22,17,101,76,104,10,40,47,0.77,964.2,1021,7.6,75,0,1
2020/12/22,18,104,78,105,10,47,40,0.74,964.5,1021.3,7.3,76,0,1.1
2020/12/22,19,104,78,106,9,49,36,0.81,965.1,1022,6.8,81,0,1.1
2020/12/22,20,105,79,106,8,57,25,0.86,965.8,1022.8,6.4,86,0,1.1
2020/12/22,21,103,77,106,7,60,22,0.87,966.8,1023.8,6.1,90,0,1.2
2020/12/22,22,104,78,107,6,70,10,0.87,967.6,1024.6,5.9,89,0,1.9
2020/12/22,23,106,80,110,6,74,7,0.9,968.5,1025.4,5.8,90,0,2.2
2020/12/23,0,113,85,116,6,70,7,0.84,969.4,1026.3,6,84,0,2.3
2020/12/23,1,120,91,125,6,61,8,0.8,969.8,1026.6,6.2,81,0,2.1
2020/12/23,2,125,95,127,6,50,12,0.79,969.9,1026.7,6,81,0,1.9
2020/12/23,3,126,96,126,6,49,11,0.78,969.7,1026.6,5.7,85,0,1.6
2020/12/23,4,125,95,123,6,44,12,0.76,970,1026.9,5.6,86,0,0.9
2020/12/23,5,125,95,121,5,45,9,0.76,969.3,1026.2,5.5,87,0,1.1
2020/12/23,6,126,96,120,6,46,7,0.77,969.3,1026.2,5.1,92,0,1
2020/12/23,7,128,97,122,6,50,4,0.8,969.1,1026,5.5,89,0,1.6
2020/12/23,8,134,102,129,6,51,4,0.84,969.7,1026.8,4.7,92,0,1
2020/12/23,9,140,107,138,7,52,3,0.97,969.9,1027.1,4.4,96,0,0.8
2020/12/23,10,140,107,144,7,54,5,1.11,970,1027,6.1,89,0,0.9
2020/12/23,11,150,115,153,8,55,8,1.16,970.3,1027.1,8.2,79,0,1
2020/12/23,12,169,128,169,9,55,15,1.13,969,1025.6,9.7,71,0,0.8
2020/12/23,13,169,128,168,10,52,27,1,967.5,1023.8,11.1,64,0,0.8
2020/12/23,14,159,121,152,10,47,39,0.94,965.9,1022.1,11.8,57,0,0.9
2020/12/23,15,139,106,134,10,45,50,0.9,964.8,1020.9,12.5,51,0,1.1
2020/12/23,16,100,75,100,8,36,65,0.76,964.5,1020.6,12.7,45,0,1.1
2020/12/23,17,91,68,88,6,34,71,0.67,964.6,1020.7,12.1,46,0,0.8
2020/12/23,18,85,63,82,6,35,73,0.63,965.2,1021.6,10.5,52,0,0.9
2020/12/23,19,86,64,86,5,43,60,0.69,965.8,1022.4,8.6,63,0,1.3
2020/12/23,20,89,66,93,5,61,35,0.79,966.8,1023.8,6.1,82,0,1.1
2020/12/23,21,94,70,104,5,74,17,0.93,967.6,1024.8,4.6,90,0,1.5
2020/12/23,22,101,76,114,5,77,13,0.99,968,1025.1,3.8,93,0,1.9
2020/12/23,23,105,79,118,5,75,13,1.16,968.3,1025.3,3.2,94,0,1.8
2020/12/24,0,110,83,124,5,77,10,1.21,968.4,1025.3,3,97,0,1.2
2020/12/24,1,114,86,128,6,72,9,1.23,968.3,1025,2.7,97,0,0.9
2020/12/24,2,115,87,133,6,68,9,1.23,968,1024.7,2.1,97,0,1.1
2020/12/24,3,116,88,133,6,65,8,1.26,968.1,1024.8,1.8,97,0,1
2020/12/24,4,119,90,132,6,61,8,1.27,967.9,1024.6,1.6,98,0,0.7
2020/12/24,5,119,90,130,6,57,8,1.26,968.1,1024.9,1.4,98,0,0.8
2020/12/24,6,124,94,134,6,53,9,1.27,968.3,1025.3,1,98,0,1
2020/12/24,7,123,93,132,8,51,9,1.34,968.6,1025.7,1.8,98,0,0.9
2020/12/24,8,136,104,143,9,56,7,1.41,969,1026.4,1.9,98,0,2.3
2020/12/24,9,144,110,152,9,60,5,1.59,969.7,1027.2,2.7,99,0,2.9
2020/12/24,10,145,111,156,10,67,5,1.64,970.6,1028.1,4.1,96,0,1.8
2020/12/24,11,154,118,164,10,73,5,1.8,970.9,1028.4,5,93,0,1.5
2020/12/24,12,157,120,165,11,82,6,1.61,970.2,1027.5,6.7,86,0,1.3
2020/12/24,13,156,119,172,13,87,7,1.63,968.9,1026,8,81,0,1.5
2020/12/24,14,166,126,181,12,94,10,1.61,967.3,1024.1,10.1,69,0,1
2020/12/24,15,169,128,184,12,96,19,1.46,966.4,1023.1,11.1,63,0,1.7
2020/12/24,16,148,113,165,10,83,32,1.13,966.2,1022.9,11.2,59,0,1.3
2020/12/24,17,138,105,149,8,72,42,0.9,966.2,1023,10.8,64,0,1.3
2020/12/24,18,149,114,156,7,79,33,0.93,966.7,1023.7,9.4,72,0,2.7
2020/12/24,19,143,109,148,6,73,27,0.89,967.3,1024.5,7.1,89,0,2.7
2020/12/24,20,144,110,150,6,79,11,0.97,968.1,1025.4,6.3,92,0,3
2020/12/24,21,148,113,159,6,78,6,1.11,968.5,1025.8,5.6,93,0,2.7
2020/12/24,22,148,113,161,6,77,5,1.2,969,1026.3,5.2,95,0,2.3
2020/12/24,23,146,112,162,6,74,6,1.19,969,1026.1,5.6,96,0,2.7
2020/12/25,0,141,108,158,7,73,6,1.17,968.6,1025.5,5.8,96,0,2.7
2020/12/25,1,140,107,156,6,71,6,1.17,968.1,1024.8,5.9,96,0,3
2020/12/25,2,134,102,151,6,68,5,1.09,967.3,1023.8,5.8,96,0,2.7
2020/12/25,3,134,102,148,6,66,5,1.01,967,1023.3,6.2,90,0,1.9
2020/12/25,4,136,104,145,8,65,6,0.99,966.5,1022.7,6.5,90,0,1.2
2020/12/25,5,136,104,142,8,60,8,0.91,966.2,1022.5,6.2,91,0,0.7
2020/12/25,6,135,103,141,8,53,9,0.86,965.6,1022,5.9,94,0,0.7
2020/12/25,7,135,103,141,8,54,8,0.84,965.8,1022.5,5.8,94,0,1.1
2020/12/25,8,135,103,141,8,52,8,0.86,965.9,1022.7,5.7,95,0,1
2020/12/25,9,134,102,140,8,55,5,0.91,966.2,1023.1,5.7,96,0,1
2020/12/25,10,135,103,143,9,56,4,1.14,966.7,1023.6,6.1,95,0,0.8
2020/12/25,11,140,107,148,10,57,5,1.2,966.5,1023.3,6.8,90,0,0.8
2020/12/25,12,92,107,134,11,62,5,1.31,965.5,1022.1,7.3,87,0,1
2020/12/25,13,140,107,152,7,64,8,1.1,964.2,1020.7,7.7,85,0,0.9
2020/12/25,14,88,107,126,9,69,8,1.29,962.7,1019.1,8.2,82,0,0.8
2020/12/25,15,160,122,173,9,66,11,1.2,962.3,1018.6,8.4,81,0,1.1
2020/12/25,16,171,130,185,11,70,14,1.22,962.2,1018.5,8.4,80,0,0.7
2020/12/25,17,170,129,188,10,71,13,1.2,962.6,1018.9,8.4,80,0,1
2020/12/25,18,166,126,181,9,69,10,1.06,963.3,1019.7,8.1,85,0,1.2
2020/12/25,19,177,134,194,9,68,11,1.17,964.5,1021,7.7,89,0,1.4
2020/12/25,20,180,136,193,9,64,11,1.13,965.2,1021.8,7.6,87,0,1.1
2020/12/25,21,187,141,199,8,63,8,1.17,965.8,1022.5,7.4,90,0,0.9
2020/12/25,22,189,142,197,7,59,7,1.15,966.2,1022.9,7.3,92,0,1.8
2020/12/25,23,186,140,196,7,56,7,1.13,966.5,1023.1,7,93,0,2
2020/12/26,0,180,136,185,7,56,6,1.04,966.2,1022.8,6.8,94,0,2.5
2020/12/26,1,177,134,183,6,56,5,1.06,965.8,1022.4,6.5,94,0,2
2020/12/26,2,174,132,181,7,54,4,1.09,965.6,1022.2,5.9,96,0,1.5
2020/12/26,3,174,132,178,6,52,4,1.1,965.2,1021.7,5.7,96,0,1.1
2020/12/26,4,171,130,174,6,50,4,1.07,964.9,1021.4,5.7,97,0,1.5
2020/12/26,5,170,129,171,6,48,4,1.03,964.6,1021.1,5.5,97,0,1.1
2020/12/26,6,169,128,170,6,46,5,1.04,964.6,1021.2,4.7,97,0,1.2
2020/12/26,7,166,126,168,5,45,4,0.99,965,1021.7,4.7,98,0,0.8
2020/12/26,8,167,127,167,5,45,4,0.99,965.4,1022.1,5.2,99,0,0.7
2020/12/26,9,169,128,167,6,47,4,1.06,966.4,1023.1,5.4,99,0,1
2020/12/26,10,171,130,169,6,49,3,1.16,967.1,1023.8,6.2,99,0,0.9
2020/12/26,11,174,132,172,6,52,4,1.23,967.2,1023.9,7,96,0,1.5
2020/12/26,12,173,131,171,6,53,9,1.14,966.2,1022.7,8.4,85,0,1.8
2020/12/26,13,171,130,167,7,53,15,1.09,964.8,1021.1,9.4,78,0,1.4
2020/12/26,14,163,124,159,7,51,26,0.99,963.8,1020.1,9.9,72,0,1.2
2020/12/26,15,160,122,155,6,45,42,0.91,963.2,1019.4,10,72,0,1.1
2020/12/26,16,163,124,155,6,46,49,0.93,962.7,1018.9,9.9,75,0,1
2020/12/26,17,161,123,151,5,50,52,0.93,962.9,1019.2,9.9,75,0,0.9
2020/12/26,18,171,130,164,5,62,43,1,963.6,1020,9.4,79,0,0.9
2020/12/26,19,204,154,198,5,87,18,1.2,964.1,1020.8,7.4,88,0,1
2020/12/26,20,221,171,228,5,103,6,1.34,965.4,1022.3,5.7,95,0,0.9
2020/12/26,21,226,176,248,6,100,4,1.43,965.7,1022.7,4.9,95,0,0.7
2020/12/26,22,229,179,262,6,95,4,1.53,966,1023,4.1,97,0,1.2
2020/12/26,23,230,180,267,6,92,4,1.56,966.4,1023.4,3.3,98,0,1.3
2020/12/27,0,231,181,266,7,83,4,1.56,966.3,1023.2,2.6,99,0,0.6
2020/12/27,1,228,178,266,7,79,4,1.54,965.9,1022.7,2,99,0,0.7
2020/12/27,2,222,172,262,7,73,4,1.5,965.5,1022.3,2,99,0,0.7
2020/12/27,3,219,169,255,7,65,4,1.44,965.3,1021.9,3,99,0,0.7
