date,hour,AQI,PM2.5,PM10,SO2,NO2,O3,CO,气压,海平面气压,温度,相对湿度,降水量,最大风速
2021/7/23,18,37,21,32,4,20,117,0.55,946.2,997.8,30.2,76,0,1.5
2021/7/23,19,41,23,36,4,20,132,0.55,946.5,998.2,29.9,75,0,1.9
2021/7/23,20,43,24,37,4,20,136,0.58,947.3,999,28.8,81,0,3.3
2021/7/23,21,40,25,38,4,21,128,0.59,948.3,1000,27.6,86,0,1.6
2021/7/23,22,42,27,42,4,32,99,0.65,948.6,1000.2,27,86,0,1.4
2021/7/23,23,43,28,43,4,41,73,0.72,949,1000.5,26.7,91,0,0.7
2021/7/24,0,42,27,42,4,40,65,0.72,949.3,1000.7,26.3,92,0,2.5
2021/7/24,1,43,28,43,5,40,57,0.7,949,1000.4,26.2,92,0,2.7
2021/7/24,2,46,30,46,5,37,54,0.69,948.5,999.8,26.3,91,0,1.1
2021/7/24,3,42,28,42,4,27,52,0.65,948.3,999.8,26,93,0,2.3
2021/7/24,4,41,27,41,4,29,45,0.62,948.7,1000.2,25.9,93,0,2.3
2021/7/24,5,42,27,42,4,32,33,0.64,949.1,1000.7,25.2,95,0.3,1.9
2021/7/24,6,42,28,42,4,31,29,0.65,948.2,999.9,23.9,93,0.3,2.6
2021/7/24,7,42,28,42,4,26,30,0.65,948.6,1000.4,23.1,91,0,1.5
2021/7/24,8,29,20,29,4,18,51,0.56,949.4,1001.4,23.3,89,0,1.8
2021/7/24,9,21,15,21,4,19,58,0.52,949.5,1001.5,23.5,90,0,1.8
2021/7/24,10,18,12,18,4,25,55,0.55,949.9,1002,24.1,87,0,1.6
2021/7/24,11,23,14,23,4,29,48,0.59,950.3,1002.3,25.2,87,0,1.7
2021/7/24,12,29,19,29,4,28,47,0.62,950.4,1002.3,26.5,85,0,1.7
2021/7/24,13,29,20,29,4,23,57,0.58,950.8,1002.9,25.3,90,0,1.6
2021/7/24,14,27,18,27,4,20,65,0.55,950.9,1002.9,25.7,90,1.4,2.3
2021/7/24,15,21,12,18,4,16,68,0.52,950.2,1002.3,25.1,92,3.4,3
2021/7/24,16,21,11,16,4,19,67,0.55,949.2,1001.1,27.2,83,0,2.6
2021/7/24,17,25,10,13,4,14,81,0.49,948.4,1000.1,28.7,73,0,2.3
2021/7/24,18,30,13,18,4,15,97,0.52,947.7,999.5,29.2,72,0,2.3
2021/7/24,19,36,16,24,4,16,115,0.55,948.2,1000.2,28.2,78,0,2.8
2021/7/24,20,38,18,26,4,17,120,0.55,948.9,1001,27.4,80,0,4.6
2021/7/24,21,34,19,29,4,22,109,0.59,950,1002.2,25.9,88,0,4.4
2021/7/24,22,28,17,28,4,23,89,0.58,951.1,1003.4,25.2,93,0,2.8
2021/7/24,23,25,16,24,4,23,79,0.55,951.7,1004,24.7,94,0,2.2
2021/7/25,0,23,15,23,4,21,68,0.53,951.5,1003.7,24.3,95,0,1.1
2021/7/25,1,26,17,26,4,24,57,0.56,951.4,1003.7,24.1,96,0,0.9
2021/7/25,2,31,20,31,4,27,50,0.59,951.1,1003.4,23.8,97,0,1.3
2021/7/25,3,35,24,35,4,23,48,0.61,950.6,1002.9,23.8,97,0,0.9
2021/7/25,4,38,26,38,4,21,45,0.62,950.1,1002.2,23.7,97,0,0.8
2021/7/25,5,39,27,39,4,21,37,0.61,950.4,1002.4,23.5,98,0,1
2021/7/25,6,38,25,38,4,24,26,0.61,950.8,1002.8,23.7,98,0,1.1
2021/7/25,7,38,26,38,5,29,19,0.66,951,1003,23.9,97,0,0.7
2021/7/25,8,41,28,41,5,34,15,0.71,951.2,1003.3,24.2,97,0,1.1
2021/7/25,9,42,28,42,5,34,18,0.72,951.1,1003.3,24.6,94,0,1.6
2021/7/25,10,43,27,43,5,31,29,0.74,950.9,1003.1,25.5,91,0,1.7
2021/7/25,11,44,27,44,5,31,44,0.74,950.9,1003,27,85,0,1.9
2021/7/25,12,42,27,42,5,24,63,0.69,950.7,1002.6,29.7,70,0,1.8
2021/7/25,13,45,28,45,5,22,83,0.67,950,1001.8,30.6,67,0,3.4
2021/7/25,14,46,30,46,4,19,103,0.66,949.2,1000.9,31.2,67,0,3.9
2021/7/25,15,39,27,39,4,12,122,0.64,948.3,999.8,32.3,63,0,2.3
2021/7/25,16,40,25,36,4,9,127,0.57,947.6,999.1,32.8,58,0,2.3
2021/7/25,17,42,25,36,5,8,135,0.54,947,998.5,32.5,62,0,2.5
2021/7/25,18,41,24,36,4,7,132,0.5,946.7,998.2,31.9,63,0,2.6
2021/7/25,19,38,23,34,4,8,121,0.5,946.9,998.5,31.1,68,0,2.3
2021/7/25,21,33,22,31,4,11,104,0.51,948.5,1000.3,28.7,86,0,1.3
2021/7/25,22,31,22,31,4,24,70,0.58,949.3,1001.2,27.3,88,0,1.2
2021/7/25,23,32,22,32,4,33,53,0.63,949.5,1001.3,26.8,89,0,1.2
2021/7/26,0,33,23,32,4,36,43,0.63,949.6,1001.2,26.1,92,0,1
2021/7/26,1,33,23,33,4,37,35,0.64,949.2,1000.8,25.6,95,0,1.2
2021/7/26,2,33,23,32,4,36,35,0.66,948.6,1000.1,25.4,95,0,1.8
2021/7/26,3,35,24,35,4,36,31,0.65,947.9,999.3,25.2,95,0,1.6
2021/7/26,4,35,24,35,4,37,26,0.65,947.7,999.1,24.9,95,0,1.2
2021/7/26,5,39,26,39,4,33,32,0.61,947.5,998.9,24.5,96,0,2.3
2021/7/26,6,33,23,33,4,21,45,0.55,947.9,999.4,24.9,93,0,2.8
2021/7/26,7,32,22,32,5,20,47,0.56,948.5,1000,25.2,91,0,2.4
2021/7/26,8,30,20,30,5,20,51,0.57,948.1,999.7,25.7,88,0,1.4
2021/7/26,9,28,18,28,5,24,48,0.61,948.7,1000.3,27,82,0,2
2021/7/26,10,34,22,34,5,26,50,0.66,948.9,1000.6,27.6,78,0,2.2
2021/7/26,11,37,24,37,6,23,61,0.63,948.9,1000.5,28.9,75,0,1.6
2021/7/26,12,35,22,35,5,17,85,0.57,948.6,1000.2,29,77,0,1.7
2021/7/26,13,36,23,36,5,15,94,0.56,948.8,1000.7,26.4,84,0,3.1
2021/7/26,14,29,18,26,4,13,94,0.56,948.4,1000.5,24.3,92,0,2.7
2021/7/26,15,30,11,15,4,11,97,0.55,947.1,998.9,27,78,0.2,1.8
2021/7/26,16,30,10,15,4,12,95,0.54,947.3,999.1,27.5,80,0,2
2021/7/26,17,27,9,16,4,15,86,0.52,946.8,998.6,27.5,81,0,2
2021/7/26,18,24,8,14,4,17,78,0.47,946.8,998.6,27.9,75,0,1.6
2021/7/26,19,24,9,15,4,19,77,0.53,947.5,999.3,27.4,76,0,3.1
2021/7/26,20,23,11,18,4,21,75,0.56,947.9,999.8,26.6,84,0,2.8
2021/7/26,21,22,12,20,4,21,71,0.55,948.7,1000.5,26.2,78,0,1
2021/7/26,22,20,12,19,4,20,64,0.54,949.5,1001.4,25.6,85,0,0.7
2021/7/26,23,20,12,20,4,27,48,0.54,949.8,1001.6,25.2,88,0,1.4
2021/7/27,0,25,14,25,4,34,31,0.6,949.6,1001.4,25,88,0,0.8
2021/7/27,1,26,14,26,4,39,19,0.65,949.3,1001.3,24.9,89,0,1.2
2021/7/27,2,27,15,27,4,38,18,0.67,949.1,1001.3,24.5,92,0,1
2021/7/27,3,27,15,27,4,38,13,0.66,949,1001,24.4,93,0,1.3
2021/7/27,4,28,15,28,4,36,11,0.68,948.9,1000.9,24.2,93,0,1
2021/7/27,5,30,16,30,4,33,11,0.66,948.7,1000.7,24,95,0,0.8
2021/7/27,6,32,17,32,5,34,10,0.71,948.8,1000.8,23.8,96,0,0.7
2021/7/27,7,34,18,34,5,33,9,0.68,949,1001,23.9,96,0,0.2
2021/7/27,8,33,19,33,5,32,8,0.73,949.3,1001.3,24.7,93,0,0.7
2021/7/27,9,36,21,36,5,34,10,0.78,949.6,1001.5,26.4,83,0,0.8
2021/7/27,10,41,23,41,6,37,20,0.82,949.7,1001.5,27.9,72,0,1.6
2021/7/27,11,43,23,43,6,37,37,0.73,949.7,1001.4,30.1,64,0,2.2
2021/7/27,12,39,21,39,6,35,60,0.68,949.4,1000.9,32,46,0,2.1
2021/7/27,13,34,17,34,5,24,96,0.58,948.8,1000.2,32.6,44,0,2.5
2021/7/27,14,43,13,26,6,13,136,0.48,948.1,999.5,32.7,50,0,2.8
2021/7/27,15,48,13,26,6,11,153,0.43,947.5,998.9,32.8,46,0,2.7
2021/7/27,16,55,14,27,5,12,164,0.47,946.9,998.3,33.1,46,0,2.7
2021/7/27,17,71,14,28,5,11,177,0.45,946.4,997.8,33,49,0,3.1
2021/7/27,18,83,16,32,5,13,186,0.47,946.1,997.5,32.1,56,0,2.9
2021/7/27,19,75,16,34,5,15,180,0.49,946,997.6,30.6,59,0,2.5
2021/7/27,20,49,16,35,5,21,156,0.52,946.5,998.2,29,67,0,1.7
2021/7/27,21,38,17,38,5,27,122,0.55,947,998.7,27.6,76,0,1
2021/7/27,22,38,18,38,5,34,91,0.59,947.6,999.3,26.5,84,0,0.9
2021/7/27,23,39,20,39,5,45,63,0.62,948.4,1000,25.7,88,0,1.3
2021/7/28,0,37,20,37,5,42,51,0.65,948.6,1000.1,24.7,86,0,0.9
2021/7/28,1,36,19,36,5,47,35,0.65,948.6,1000.1,24,92,0,0.9
2021/7/28,2,37,19,37,5,51,24,0.7,948.5,1000,24,90,0,1.1
2021/7/28,3,38,19,38,5,47,22,0.67,948.2,999.7,23.9,88,0,0.9
2021/7/28,4,39,20,39,5,45,20,0.68,948.1,999.6,23.5,92,0,0.9
2021/7/28,5,42,22,42,5,41,16,0.65,948,999.5,23,94,0,0.9
2021/7/28,6,42,22,42,6,38,13,0.68,948.1,999.8,22.5,95,0,2.2
2021/7/28,7,42,21,42,6,38,10,0.72,948.4,1000.2,22.7,97,0,2.2
2021/7/28,8,42,22,42,6,36,7,0.77,948.9,1000.7,24.9,80,0,1.4
2021/7/28,9,45,23,45,7,34,12,0.82,949.2,1000.9,27.1,71,0,1.6
2021/7/28,10,45,24,45,8,34,28,0.77,948.9,1000.5,29.6,62,0,2.2
2021/7/28,11,48,26,48,8,40,55,0.75,948.9,1000.4,31.1,56,0,2.5
2021/7/28,12,49,26,49,8,39,93,0.73,948.2,999.6,32.6,45,0,2.3
2021/7/28,13,44,23,44,7,30,140,0.65,947.5,998.8,33.8,45,0,4.3
2021/7/28,14,68,21,42,6,16,174,0.53,946.5,997.7,34.7,42,0,3.6
2021/7/28,15,83,19,41,5,10,186,0.46,945.9,997.1,34.9,43,0,2.7
2021/7/28,16,96,19,40,5,9,197,0.47,945.2,996.4,35,44,0,3.6
2021/7/28,17,105,19,39,5,9,210,0.48,944.6,995.7,35.3,40,0,4.3
2021/7/28,18,98,19,39,5,11,198,0.49,944.3,995.5,35,46,0,4
2021/7/28,19,81,18,38,5,13,185,0.48,944.7,996,33.7,49,0,3.4
2021/7/28,20,70,19,40,5,15,176,0.52,945.6,997,31.5,69,0,3.1
2021/7/28,21,46,19,41,5,24,146,0.56,946.6,998,29.8,67,0,3.1
2021/7/28,22,43,20,43,5,39,97,0.57,947.4,998.6,29.4,70,0,1.2
2021/7/28,23,46,21,46,6,44,75,0.63,947.9,999.1,28.5,66,0,1.4
2021/7/29,0,46,22,46,6,41,72,0.63,948,999.1,28,78,0,1.2
2021/7/29,1,45,22,45,6,35,69,0.63,948.1,999.2,27.1,79,0,1.3
2021/7/29,2,46,23,46,6,42,52,0.68,947.6,998.6,27,80,0,1.3
2021/7/29,3,45,22,45,6,45,41,0.7,947.2,998.3,25.8,86,0,0.9
2021/7/29,4,44,22,44,6,43,35,0.68,946.9,998.1,24.7,91,0,1.1
2021/7/29,5,45,22,45,6,40,37,0.66,947,998.2,24,92,0,0.7
2021/7/29,6,43,22,43,6,38,33,0.68,947.2,998.5,23.6,92,0,0.7
2021/7/29,7,41,22,41,6,37,30,0.68,947.4,998.8,23.6,94,0,1
2021/7/29,8,45,24,45,6,44,20,0.78,948.2,999.6,26.3,78,0,1.3
2021/7/29,9,50,25,50,6,47,18,0.82,948.6,1000.1,27,79,0,1.2
2021/7/29,10,46,24,46,6,44,36,0.78,948.6,999.9,29.5,64,0,1.7
2021/7/29,11,44,22,44,6,41,70,0.73,948.2,999.4,31.9,53,0,1.7
2021/7/29,12,42,21,42,6,29,115,0.65,947.9,999,32.8,52,0,1.7
2021/7/29,13,61,23,45,6,19,169,0.6,947.5,998.6,33.9,49,0,2.2
2021/7/29,14,105,24,49,5,14,209,0.59,946.9,997.9,35,42,0,1.9
2021/7/29,15,118,24,48,5,12,236,0.58,946.3,997.3,35.5,40,0,1.9
2021/7/29,16,122,23,46,5,11,244,0.56,945.8,996.8,36,40,0,1.6
2021/7/29,17,121,22,44,5,10,241,0.55,945,996,36,43,0,1.8
2021/7/29,18,120,22,45,5,11,240,0.55,944.9,996.1,34.5,50,0,1.2
2021/7/29,19,115,21,43,5,12,230,0.54,945.2,996.4,35,50,0,1.2
2021/7/29,20,108,22,44,5,16,216,0.57,945.6,996.8,31.9,70,0,1
2021/7/29,21,89,22,45,5,21,191,0.58,946.3,997.7,29.1,80,0,1
2021/7/29,22,54,24,49,5,28,163,0.61,947.1,998.5,27.8,87,0,0.7
2021/7/29,23,52,26,53,5,40,122,0.68,947.7,999,27,85,0,0.5
2021/7/30,0,52,28,54,5,57,81,0.76,948,999.2,27,86,0,0.8
2021/7/30,1,52,28,53,5,54,78,0.73,947.8,998.9,26.9,90,0,0.5
2021/7/30,2,53,30,56,5,53,64,0.69,947.5,998.5,26.5,90,0,1.3
2021/7/30,3,52,30,53,5,49,58,0.68,946.8,997.8,26.2,88,0,1
2021/7/30,4,52,31,53,5,46,52,0.68,946.9,997.9,25.7,93,0,1.2
2021/7/30,5,52,30,53,6,47,45,0.68,946.5,997.5,25.1,94,0,1.1
2021/7/30,6,52,31,54,6,46,38,0.69,946.5,997.6,25,95,0,0.8
2021/7/30,7,51,30,52,6,47,32,0.73,947,998.1,25.6,92,0,0.8
2021/7/30,8,51,30,51,6,49,23,0.74,947.5,998.8,26.6,84,0,1.3
2021/7/30,9,51,29,52,7,47,31,0.78,947.8,999.2,28.3,75,0,1.8
2021/7/30,10,54,30,58,7,49,42,0.81,948.1,999.6,29.1,65,0,1.4
2021/7/30,11,56,31,61,8,47,69,0.82,948,999.4,30.7,60,0,1.7
2021/7/30,12,55,30,59,7,38,105,0.71,947.3,998.4,33.2,51,0,1.5
2021/7/30,13,51,26,52,7,24,152,0.63,946.9,998,33.9,53,0,1.8
2021/7/30,14,79,26,47,6,14,183,0.56,946.3,997.3,34.9,50,0,1.7
2021/7/30,15,102,28,48,6,12,204,0.59,945.8,996.9,34,52,0,2.2
2021/7/30,16,103,26,47,6,10,206,0.57,945.5,996.7,33.1,55,0,2.2
2021/7/30,17,85,22,39,6,9,188,0.53,944.9,996.1,33.1,54,0,2
2021/7/30,18,79,22,41,6,13,183,0.55,944.6,995.7,33.9,50,0,1.6
2021/7/30,19,78,22,41,6,13,182,0.57,944.5,995.7,32.6,56,0,1.5
2021/7/30,20,59,22,41,6,16,167,0.58,945,996.2,31,61,0,1.2
2021/7/30,21,46,24,46,6,21,147,0.61,945.5,996.7,29.8,65,0,1.6
2021/7/30,22,51,26,51,6,25,124,0.63,946,997.2,29,72,0,2.1
2021/7/30,23,50,26,50,6,26,109,0.65,946.4,997.7,26.8,86,0,2.3
2021/7/31,0,51,29,51,6,24,108,0.67,946.3,997.5,26,89,0,2.8
2021/7/31,1,52,32,54,7,24,110,0.7,946.2,997.4,25.3,92,0,1.2
2021/7/31,2,53,33,56,7,25,103,0.72,946.1,997.2,24.6,94,0,1.5
2021/7/31,3,56,36,62,7,28,88,0.76,945.8,997,24.2,94,0,1
2021/7/31,4,56,35,61,8,27,78,0.76,945.7,997,23.8,95,0,0.7
2021/7/31,5,54,34,57,8,30,57,0.78,946,997.4,23.4,96,0,0.7
2021/7/31,6,52,33,53,7,34,46,0.8,946.3,997.7,22.9,96,0,1
2021/7/31,7,52,33,54,7,40,38,0.81,947.3,998.8,23.6,97,0,1.1
2021/7/31,8,54,35,58,7,45,30,0.85,947.9,999.4,24.8,89,0,1
2021/7/31,9,59,40,67,7,48,30,0.94,948.3,999.8,27.1,74,0,1.2
2021/7/31,10,69,50,81,8,48,58,0.97,948.3,999.6,29.8,64,0,1.4
2021/7/31,11,69,50,84,9,43,110,0.93,948.1,999.4,32.1,54,0,1.6
2021/7/31,12,59,40,67,8,29,162,0.82,947.8,999,33.3,51,0,1.9
2021/7/31,13,83,33,54,8,19,186,0.71,947.3,998.5,34,49,0,2.5
2021/7/31,14,101,29,49,7,14,201,0.65,946.8,998,34.5,49,0,2.6
2021/7/31,15,105,26,43,7,11,209,0.61,946.4,997.6,34.7,44,0,2.7
2021/7/31,16,104,21,34,6,9,208,0.53,945.8,997,35.2,45,0,2.1
2021/7/31,17,94,15,28,6,8,195,0.47,945.1,996.2,35.7,36,0,1.9
2021/7/31,18,80,12,23,6,8,184,0.44,944.6,995.7,35.6,35,0,1.6
2021/7/31,19,75,12,22,6,9,180,0.45,944.7,995.9,34.4,38,0,1.1
2021/7/31,20,60,11,21,6,12,168,0.45,945.3,996.7,31.6,51,0,1
2021/7/31,21,48,10,20,5,14,155,0.43,946,997.5,27.5,75,0,0.8
2021/7/31,22,41,11,22,5,20,132,0.45,946.9,998.4,25.6,81,0,0.8
2021/7/31,23,34,11,22,5,27,109,0.45,947.5,999,24.3,86,0,1
2021/8/1,0,26,12,24,6,38,84,0.48,947.5,998.9,23.7,83,0,1
2021/8/1,1,26,12,26,6,39,79,0.48,947.2,998.6,23.1,90,0,0.9
2021/8/1,2,29,14,29,6,44,57,0.52,946.6,998,22.6,91,0,0.9
2021/8/1,3,33,16,33,6,47,46,0.55,946.2,997.6,22.1,93,0,1
2021/8/1,4,34,18,34,6,44,47,0.56,946.2,997.5,22,94,0,0.8
2021/8/1,5,36,19,36,6,46,38,0.59,946.2,997.5,21.6,95,0,1.4
2021/8/1,6,37,20,37,6,45,36,0.58,946.8,998.2,21.2,96,0,1.2
2021/8/1,7,43,23,43,7,51,27,0.62,947.4,998.9,21.4,97,0,0.9
2021/8/1,8,49,26,49,8,50,24,0.68,947.9,999.5,24,87,0,0.9
2021/8/1,9,53,30,56,8,48,31,0.74,948.1,999.7,27.4,71,0,1.1
2021/8/1,10,55,32,60,10,51,58,0.75,948.2,999.8,29.8,60,0,1.3
2021/8/1,11,55,32,59,12,44,108,0.71,948,999.5,32,48,0,1.4
2021/8/1,12,55,31,60,10,35,159,0.68,947.4,998.8,33.6,44,0,1.6
2021/8/1,13,101,27,52,8,27,201,0.62,946.7,998,34.5,40,0,2.4
2021/8/1,14,104,18,36,7,15,208,0.52,946.2,997.5,35.5,39,0,2.7
2021/8/1,15,99,13,27,6,9,199,0.45,945.5,996.7,36.1,33,0,3.2
2021/8/1,16,102,12,25,6,7,204,0.42,945,996.1,36.8,34,0,3.9
2021/8/1,17,101,11,23,6,6,201,0.41,944.5,995.6,37.2,34,0,3.3
2021/8/1,18,95,11,23,6,6,196,0.41,944.2,995.4,36.5,33,0,3
2021/8/1,19,85,10,24,6,7,188,0.42,944.4,995.6,36,35,0,3.2
2021/8/1,20,69,11,24,6,9,175,0.45,945,996.3,32.7,47,0,1.9
2021/8/1,21,48,11,26,6,15,154,0.54,945.7,997.1,28.6,72,0,1.9
2021/8/1,22,38,13,30,6,27,123,0.54,946.3,997.7,26.6,78,0,2
2021/8/1,23,37,16,37,6,44,87,0.62,946.7,998,25.5,80,0,1.3
2021/8/2,0,44,19,44,6,59,67,0.68,947,998.3,25,86,0,0.8
2021/8/2,1,45,20,45,6,53,69,0.66,947.1,998.4,24.1,88,0,0.8
2021/8/2,2,49,23,49,6,53,58,0.66,947.2,998.4,23.9,91,0,0.9
2021/8/2,3,52,27,53,6,54,52,0.71,947.3,998.5,23.6,93,0,0.9
2021/8/2,4,53,31,55,6,55,44,0.75,947.5,998.7,23.3,93,0,0.9
2021/8/2,5,57,32,63,6,55,36,0.76,948,999.2,23.2,94,0,0.8
2021/8/2,6,56,36,62,7,54,35,0.81,948.5,999.7,23.1,93,0,0.5
2021/8/2,7,60,40,70,8,56,32,0.85,948.5,999.8,23.5,91,0,1
2021/8/2,8,61,42,71,8,54,29,0.84,948.9,1000.3,25.4,82,0,1
2021/8/2,9,61,41,71,9,56,34,0.91,948.7,1000.2,27.7,71,0,1.4
2021/8/2,10,65,45,80,11,54,68,0.95,948.4,999.9,30.2,58,0,1.3
2021/8/2,11,68,49,85,11,50,121,0.91,948.1,999.5,32.3,51,0,1.7
2021/8/2,12,74,42,76,10,41,179,0.84,947.7,998.9,34.5,46,0,2.3
2021/8/2,13,118,37,66,10,29,235,0.73,947.1,998.3,35.2,41,0,2.3
2021/8/2,14,124,29,51,8,18,248,0.61,946.5,997.6,36.5,35,0,3.8
2021/8/2,15,117,22,39,7,11,233,0.52,946,997.1,36.6,36,0,3.9
2021/8/2,16,104,16,32,7,8,207,0.47,945.4,996.4,37.3,32,0,3.8
2021/8/2,17,103,16,30,6,7,205,0.44,945,996,37.3,34,0,3.6
2021/8/2,18,105,16,31,7,8,209,0.45,944.8,995.8,37.1,31,0,3.8
2021/8/2,19,102,16,31,7,8,203,0.46,944.8,995.8,36.1,32,0,2.6
2021/8/2,20,81,16,31,7,10,185,0.49,945.1,996.3,32.7,56,0,2.3
2021/8/2,21,56,18,34,7,16,165,0.54,945.7,997.1,28.7,72,0,1.2
2021/8/2,22,41,20,41,7,28,132,0.57,946.3,997.6,27.4,74,0,0.8
2021/8/2,23,47,23,47,7,45,94,0.68,947,998.2,26.6,75,0,0.9
2021/8/3,0,49,24,49,6,47,84,0.65,947.4,998.5,26.1,79,0,1.1
2021/8/3,1,52,26,54,6,55,67,0.72,947.3,998.4,25.8,77,0,0.9
2021/8/3,2,55,30,59,6,53,60,0.71,947.2,998.2,25.5,81,0,0.9
2021/8/3,3,59,36,67,7,55,53,0.75,947.2,998.2,25.4,78,0,1
2021/8/3,4,58,37,65,7,54,49,0.74,947.3,998.3,24.3,87,0,0.9
2021/8/3,5,56,36,62,7,50,50,0.75,947.2,998.3,23.5,90,0,1
2021/8/3,6,55,35,60,7,50,45,0.72,947.3,998.4,22.9,92,0,1.1
2021/8/3,7,53,33,56,7,46,47,0.71,947.6,998.9,22.8,93,0,0.6
2021/8/3,8,54,33,58,7,51,39,0.76,948,999.4,25.4,74,0,0.9
2021/8/3,9,56,35,61,8,52,39,0.85,948.4,999.9,28,63,0,1
2021/8/3,10,58,37,66,9,54,64,0.85,948.5,999.9,30.1,55,0,1.3
2021/8/3,11,61,40,71,10,50,115,0.83,948.5,999.8,32.4,50,0,1.4
2021/8/3,12,70,42,77,11,45,176,0.84,948.2,999.4,34,44,0,1.7
2021/8/3,13,120,46,82,10,34,240,0.78,947.7,998.7,36.3,39,0,2.8
2021/8/3,14,137,44,77,9,22,273,0.72,947.2,998.1,36.8,39,0,2.6
2021/8/3,15,134,43,73,8,13,267,0.65,946.8,997.7,37,42,0,2.1
2021/8/3,16,128,39,66,8,12,255,0.58,946.2,997.2,37.1,37,0,2
2021/8/3,17,128,39,68,7,11,256,0.61,945.8,996.8,37.8,38,0,2
2021/8/3,18,123,39,66,7,11,245,0.57,945.9,996.9,37.5,40,0,2.6
2021/8/3,19,110,36,60,7,11,219,0.6,946.4,997.6,36,43,0,2.4
2021/8/3,20,102,39,64,7,13,204,0.6,947.2,998.5,33.2,61,0,2
2021/8/3,21,81,40,68,6,18,185,0.63,948.1,999.4,30.5,72,0,1.1
2021/8/3,23,59,40,67,6,28,147,0.68,949.8,1001,28.4,76,0,0.5
2021/8/4,0,54,35,58,6,34,115,0.68,950.2,1001.2,29.4,68,0,0.6
2021/8/4,1,56,38,62,6,30,121,0.69,950.1,1001,28,72,0,1
2021/8/4,2,52,35,54,5,24,131,0.68,949.6,1000.5,27,76,0,1
2021/8/4,3,51,34,52,6,18,132,0.68,949.5,1000.5,25.9,82,0,0.9
2021/8/4,4,51,35,51,6,20,121,0.69,949.4,1000.4,25.8,80,0,1.1
2021/8/4,5,51,34,52,6,23,109,0.69,949.7,1000.7,25.6,84,0,1.1
2021/8/4,6,53,36,56,6,24,100,0.69,949.9,1000.9,25.6,83,0,1.1
2021/8/4,7,56,39,61,7,32,81,0.74,950.5,1001.6,26,80,0,1.2
2021/8/4,8,55,37,59,8,29,77,0.73,950.7,1002,27.6,74,0,1.4
2021/8/4,9,55,37,59,8,30,69,0.72,950.8,1002.2,29.3,69,0,1.3
2021/8/4,10,55,36,60,7,27,74,0.72,950.7,1002,31.6,57,0,2.2
2021/8/4,11,55,33,59,6,22,92,0.67,950.4,1001.5,33.6,50,0,1.7
2021/8/4,12,54,31,58,6,19,120,0.63,949.7,1000.6,34.8,47,0,1.4
2021/8/4,13,54,32,57,6,14,154,0.62,948.7,999.6,36,43,0,1.3
2021/8/4,14,76,32,58,6,10,181,0.62,948.1,999,36.8,42,0,2
2021/8/4,16,95,30,57,6,8,196,0.58,946.4,997.2,37.3,41,0,4.2
2021/8/4,17,100,29,54,6,8,200,0.57,945.8,996.7,36.7,49,0,3.2
2021/8/4,18,94,28,53,6,8,195,0.56,945.9,996.8,36.5,47,0,3.5
2021/8/4,19,69,27,53,6,9,175,0.57,946.5,998.5,23.3,92,18.5,2.7
2021/8/4,20,51,25,52,5,12,142,0.59,947.2,999,24.9,93,2.6,2.7
2021/8/4,21,49,25,49,5,22,123,0.62,948.2,999.8,25.7,83,0,2.9
2021/8/4,22,45,25,45,5,24,116,0.66,949.5,1001,25.9,85,0.3,2.4
2021/8/5,0,47,28,47,5,26,102,0.68,948.4,999.6,24.9,91,0,0.9
2021/8/5,1,49,29,49,5,22,90,0.64,949.3,1000.5,25,88,0,1.3
2021/8/5,2,46,26,46,5,14,91,0.58,949.5,1000.7,23.7,97,14.8,0.8
2021/8/5,3,44,25,44,5,10,93,0.58,949.5,1000.7,23,93,6.1,1.3
2021/8/5,4,33,19,32,5,6,106,0.55,949.6,1000.9,22.9,96,0.1,1.1
2021/8/5,5,38,13,22,4,4,120,0.54,950.1,1001.4,23.2,97,2,1.1
2021/8/5,6,38,6,10,4,4,120,0.54,949.5,1000.8,23.1,96,4,1.5
2021/8/5,7,35,6,9,4,4,113,0.51,950.4,1002.9,23.2,97,1.1,1.2
2021/8/5,8,32,7,11,4,5,101,0.52,950.5,1002.9,23.4,96,0.4,1.1
2021/8/5,9,28,9,13,4,7,91,0.55,950.7,1003,23.4,95,2.6,0.8
2021/8/5,10,26,11,17,4,11,83,0.58,950.9,1003.2,23.4,94,0.1,1.1
2021/8/5,11,28,11,15,5,11,90,0.6,950.8,1003.1,23.3,96,9.4,1.2
2021/8/5,12,28,13,19,5,14,91,0.58,950.8,1003.1,23.8,97,2.9,1.4
2021/8/5,13,27,14,20,5,18,87,0.63,950.7,1003,24.4,92,0.2,1.4
2021/8/5,14,26,17,24,5,19,83,0.64,950.5,1002.8,25.2,88,0.1,1.2
2021/8/5,15,29,20,28,5,21,79,0.67,950.1,1002.4,26.2,84,0,1.5
2021/8/5,16,29,20,29,5,20,86,0.65,949.5,1001.7,26.9,79,0,1.5
2021/8/5,17,30,20,30,14,21,80,0.63,949.4,1001.5,26.9,79,0,2.2
2021/8/5,18,28,17,26,5,20,90,0.56,949.2,1001.4,25.8,88,0,2.8
2021/8/5,19,29,13,21,4,17,94,0.58,949.5,1001.8,25.1,89,0,3.1
2021/8/5,20,30,13,19,4,17,96,0.55,949.7,1002,24.8,91,0,2.3
2021/8/5,21,28,14,21,4,22,89,0.58,950.1,1002.5,24.6,91,0,3
2021/8/5,22,24,16,24,4,29,75,0.64,950.7,1003.1,24.5,91,0,2.5
